x1,x2,y
3.29276440892193,3.35473300875476,1
2.94534834265947,2.77325141326862,1
3.3029437279202,2.09102201614814,1
3.3150492755342,2.86190794738739,1
2.85792012802831,2.54033899876294,1
2.941876096824,3.90865602185211,1
3.18531393212898,3.26010822877748,1
2.62473400274883,3.40844991976029,1
2.55682123937839,2.83421120502872,1
3.56035632583478,3.14936184963365,1
3.38981096227766,3.72789254123843,0
2.67783578538435,2.22343129738516,0
2.20114524165184,3.90254875940541,0
2.75917631815268,3.31018990064921,0
3.30606174632542,2.91884451154094,0
5.21780976783079,7.2952503195213,0
7.07378550610929,6.4486684592207,0
4.38140678922108,4.73678241890884,0
3.51387013189432,1.50692463421205,0
6.65160077630945,4.03870157297171,0
5.69276625038527,0.429462907904436,0
2.4096016717712,5.40571081027436,0
5.28167758049583,6.19109410465613,0
1.88035183316621,4.85110488013672,0
4.87478148015353,2.03980174980336,0
3.18942088920684,6.92153899709806,0
4.08038540553618,4.52749426083286,0
2.99353519150909,4.41693054220922,0
5.03675690931233,5.23569299305913,0
7.21759753072044,0.479584032454939,0
4.22438797092281,1.98620277740568,0
4.82995461325585,6.38494426404311,0
3.11968060841935,1.2514340406859,0
5.33220914897803,6.39023270853441,0
4.77528200599358,2.05649247955776,0
4.08192336299406,2.82302594021268,0
2.4259707715656,7.49576794360707,0
6.10405807430115,5.41390127603729,0
5.23938743072864,2.78268926471338,0
4.71437242113048,5.53188761122164,0
4.96807461130911,5.56471532732716,0
3.54344633095951,7.71566637544445,0
5.45683100955617,6.80064877685008,0
5.00806370352218,3.53806992874399,0
4.80478557506631,5.23730509802751,0
2.5541477814793,2.71737623335031,0
6.83042041303849,3.41227094200723,0
2.52905057657502,5.03099815083556,0
3.24243472371866,7.23657972475962,0
3.10030365426275,2.95817996009387,0
4.33588811128193,2.26566500463884,0
4.6336277916805,2.01286711622661,0
4.21162646929043,3.19592800226358,0
3.53259087313278,6.33416446390188,0
3.32795006305829,4.48168530624095,0
2.15474162967972,2.01391196176877,0
5.89186341158244,5.9788475794635,0
3.87886935794795,3.24236529059276,0
3.92176961000451,4.94329093766265,0
7.27000359622725,3.89647404022118,0
6.31729540305639,5.98217802574395,0
4.4832273630442,6.29643267960274,0
3.36814045999214,2.26176846577279,0
1.2319475658678,5.73598793058572,0
0.814675178477864,2.20595272283375,0
6.46328798615101,5.32548224974302,0
4.78731383655388,2.22301140155384,0
7.98368240821419,2.42812943467253,0
2.48331621457144,5.0033824787715,0
4.19376594051429,3.36613469941973,0
2.28960378272781,2.05942706495119,0
3.10795184639366,1.74877887966874,0
4.02378353959834,4.81025435153833,0
1.67906204943145,5.27447939489266,0
5.34401977649867,4.20803649521459,0
1.57100751645079,4.8225968845216,0
4.29292323071688,2.79025300785479,0
3.83706364718931,3.62358006422153,0
6.54902000279977,3.48355180560255,0
4.10165809210633,3.02414540971891,0
3.26854222719537,4.45472685588649,0
3.63703897055612,3.27739964874715,0
2.51229570361491,3.57902629179335,0
4.94952601627026,2.14027248533821,0
6.64647110349148,3.96448016777049,0
4.29988072574115,6.02078916646001,0
4.05411023169955,5.2368716958501,0
1.44599222259097,4.72142523290152,0
7.72532513398938,4.60204748125841,0
4.32276575612057,1.2764314706458,0
2.63239086365068,3.92643296371957,0
3.39191878497728,5.69557269677028,0
5.22319710260886,4.11462627857221,0
6.18062102687459,4.56118162515439,0
3.74364391637114,3.24668078222424,0
4.81528316191095,3.24222099572256,0
5.18019368410302,4.45142410241266,0
5.96533586012106,5.19765065540817,0
5.27629065642165,3.33464804785797,0
3.32983781858563,4.01995756266423,0
1.84578144065939,3.0561105291058,0
4.36528264843801,5.58754335001897,0
5.24702322687254,4.1578177239285,0
1.38743035831397,4.96787049064784,0
4.14565633701412,3.88489945819273,0
5.48792601655262,2.71112385812635,0
3.57763046751339,7.09937090603607,0
3.08267053327495,4.47341923699723,0
4.99044006721724,1.41669638928233,0
0.798060927477068,4.1034183972055,0
5.30173261387165,0.564933730811868,0
3.77471456768752,3.59682731081344,0
6.68699806172097,5.00840206254713,0
3.6860482955549,4.01827375918656,0
6.30117529657659,4.11593772461071,0
