x1,x2
0.388361558504403,1.02337826404255
0.450309277232736,2.41559556871653
0.404392931330949,2.60403890348971
0.454449826478958,2.83531573205255
0.282592384051532,2.18955971777905
0.16654871404171,2.64739625283983
0.230038154684007,0.689376050257124
0.303689734265208,2.0887436515186
0.391082101501524,1.48846832173876
0.495894775167108,2.36931764474139
0.11381417401135,2.34872115321923
0.160949396062642,1.42928923724685
0.394273980986327,1.34765812905971
0.100454634614289,2.18200837098993
0.256481334101409,1.30727602820843
0.284997861646116,2.21027928881813
0.255257592629641,1.03509084798861
0.260994056705385,1.11616125691216
0.171585433930159,0.808305100188591
0.480663501471281,2.46346796350554
0.281491229310632,2.40355949453078
0.230700963456184,0.990499887964688
0.486166129354388,2.74382473272271
0.382992750871927,1.98850463796407
0.357817054633051,1.6077136133099
0.255931393988431,1.2473007380031
0.379417455755174,1.25816601573024
0.317623145785183,1.93430801690556
0.190586871467531,2.82737084035762
0.293823102023453,2.52387359167915
0.417202867940068,1.58855264727026
0.10239505181089,1.39004568755627
0.175084978342056,1.79158683062997
0.372733449283987,2.13071087969001
0.248041649442166,2.21366572845727
0.244650228042155,2.55796198337339
0.447517959401011,0.797437044791877
0.461661866307259,2.78839487535879
0.346969826240093,1.13370397139806
0.153612653817981,1.51530895160977
0.412877312209457,1.15707098401617
0.271679527964443,1.30004391842522
0.470909589994699,1.1033777736593
0.409297289885581,1.84361924079712
0.203872498683631,2.29494933167007
0.228489869367331,1.84473121375777
0.124078062921762,0.543242368265055
0.117382581532001,2.05738175322767
0.122021527308971,2.00729728979059
0.350217118766159,2.41057273128536
0.485788115486503,2.68583868525457
0.430921147577465,1.60864251910243
0.226011294592172,1.76475398486946
0.185210180375725,2.72710170142818
0.392998447548598,1.44404838280752
0.299696408212185,1.14450682257302
0.39190878868103,0.923716462100856
0.132134417723864,0.716038948274218
0.274212193954736,2.20510248688515
0.194632181338966,1.3967398351524
0.416627119388431,0.662575396243483
0.203473726753145,0.669749754131772
0.494393532723188,1.91311256506015
0.402749497443438,2.20520226005465
0.491911298874766,0.979784700437449
0.187579135689884,1.16408287733793
0.479482873249799,2.86114200029988
0.159783178474754,1.79906931135338
0.340142788272351,2.35263442865107
0.478572300728411,1.05388978798874
0.375341342762113,2.09898117068224
0.30221348926425,2.06576210691128
0.24917449792847,1.85194414062425
0.23432201538235,1.10223387728911
0.119300541002303,1.12438282766379
0.347579015605152,1.6693587951595
0.48457891670987,2.58623969578184
0.361984203848988,1.08480083011091
0.304116796609014,2.43784102215432
0.160039284266531,1.80403246323112
0.448179152142257,1.33555398392491
0.305776671133935,2.44615948945284
0.103459165431559,1.09409212553874
0.107677906192839,1.34181887970772
0.157804760616273,1.56126022234093
0.222012701909989,2.24529715033714
0.430262745078653,2.13842987560201
0.300937856920063,2.30505398137029
0.421429050341249,0.910188796231523
0.124255992844701,0.626631774473935
0.471182054560632,1.93222518323455
0.423271420411766,0.785402769804932
