x1,x2,y
0.234211527137542,0.28378640700381,0
-0.0437213258724216,-0.181398869385105,0
0.242354982336157,-0.727182387081492,0
0.252039420427356,-0.110473642090086,0
-0.113663897577348,-0.367728800989651,0
-0.0464991225408008,0.726924817481687,0
0.148251145703182,0.208086583021983,0
-0.300212797800933,0.326759935808233,0
-0.354543008497285,-0.132631035977021,0
0.448285060667822,0.119489479706917,0
0.311848769822129,0.582314032990745,0
-0.257731371692521,-0.621254962091875,0
-0.639083806678525,0.72203900752433,0
-0.192658945477855,0.248151920519369,0
0.24484939706034,-0.0649243907672503,0
0.324749271421544,0.878733418539014,0
0.819676134962477,0.652978255792186,0
0.101708477125622,0.196475311709024,0
-0.129634631494847,-0.664820097543454,0
0.707093540349187,0.0103204194591233,0
0.451404333436071,-0.952143224558817,1
-0.424106220861013,0.374856216073163,0
0.341780688132222,0.584291761241636,0
-0.565239511155678,0.226961301369793,0
0.233275061374274,-0.52271953338577,0
-0.216154429544842,0.779077065892816,0
0.0214361081429818,0.140665136222095,0
-0.268390615597575,0.111181477922457,0
0.276468509149953,0.329518131482434,0
0.858026008192116,-0.93877759134535,1
0.0598367922460835,-0.537012592691818,0
0.221321230201559,0.635985137078164,0
-0.23475183775484,-0.73295092248376,0
0.355255773060807,0.63739538894251,0
0.206741868264955,-0.51826867211793,0
0.0218462301317502,-0.313859749276618,0
-0.419741127582506,0.932204784961885,0
0.561082153146973,0.37704034027661,0
0.330503314860972,-0.324616196076433,0
0.190499312301462,0.408503362992437,0
0.258153229682431,0.417257420620576,0
-0.121747645077465,0.990844366785188,0
0.388488269214978,0.746839673826688,0
0.268816987605915,-0.123181352334935,0
0.214609486684349,0.32994802614067,0
-0.385560591605521,-0.342033004439916,0
0.754778776810265,-0.156727748798073,0
-0.392253179579995,0.274932840222817,0
-0.202017407008359,0.863087926602566,0
-0.239919025529934,-0.2778186773083,0
0.0895701630085153,-0.462489332096309,0
0.1689674111148,-0.529902102339571,0
0.0564337251441139,-0.214419199396379,0
-0.124642433831259,0.622443857040503,0
-0.179213316517788,0.128449414997587,0
-0.492068898752076,-0.529623476861661,0
0.504496909755318,0.527692687856934,0
-0.0323015045472137,-0.202035922508597,0
-0.0208614373321294,0.251544250043374,0
0.872000958993935,-0.0276069226076865,0
0.617945440815038,0.528580806865052,0
0.128860630145121,0.612382047894063,0
-0.16849587733543,-0.463528409127255,0
-0.738147315768587,0.462930114822859,0
-0.849419952405903,-0.478412607244332,0
0.656876796306936,0.353461933264806,0
0.209950356414367,-0.473863626252309,0
1.06231530885712,-0.419165484087325,0
-0.404449009447615,0.267568661005733,0
0.0516709174704774,-0.169030746821406,0
-0.45610565793925,-0.517486116013016,0
-0.237879507628357,-0.600325632088335,0
0.00634227722622365,0.216067827076888,0
-0.618916786818279,0.339861171971375,0
0.35840527373298,0.0554763987238916,0
-0.647731328946455,0.219359169205761,0
0.0781128615245007,-0.322599197905388,0
-0.0434496940828507,-0.100378649540925,0
0.679738667413272,-0.137719518505988,0
0.0271088245616875,-0.260227890741623,0
-0.195055406081234,0.121260494903065,0
-0.0967896078517014,-0.192693427000759,0
-0.39672114570269,-0.112259655521772,0
0.253206937672069,-0.495927337243144,0
0.705725627597728,-0.00947195526120306,0
0.0799681935309738,0.538877111056004,0
0.014429395119879,0.329832452226694,0
-0.681068740642408,0.192380062107073,0
0.993420035730502,0.160545995002242,0
0.0860708682988178,-0.72628494116112,0
-0.364695769693151,-0.019617876341449,0
-0.162154990672725,0.452152719138742,0
0.326185894029029,0.030567007619257,0
0.581498940499892,0.149648433374505,0
-0.0683616223010295,-0.200885124740203,0
0.217408843176253,-0.202074401140649,0
0.314718315760805,0.120379760643377,0
0.524089562698948,0.319373508108845,0
0.340344175045774,-0.177427187237876,0
-0.178709915043832,0.00532201671046014,0
3.27662515252751,4.24488842328464,0
5.29222611875041,6.27003468001517,0
5.99761858149803,5.1262541791428,0
2.90994428665118,5.77429639251827,0
5.1165250696113,4.90791956655419,0
6.1903408132421,3.96889908650108,0
4.66210437401071,7.47949672482885,0
4.26613642661996,5.37873538959778,0
5.79235205377379,2.93335711142586,0
2.43844874198165,5.0827347177644,0
6.04138609109732,2.25194698464949,1
4.81977165415002,4.67746184865075,0
7.14959844937677,5.80672165003771,0
4.74883863644392,5.01461900734925,0
6.84094023726127,5.09275017968857,0
5.09412503929871,4.06488671548437,0
5.19987160247824,5.3183894837297,0
6.06893685154432,4.43853395664019,0
5.91004946816822,4.22991637067607,0
5.75320618789691,5.29799615218758,0
4.15990901993095,4.31911809785698,0
4.68632728893265,3.7233379570561,0
4.8723576152135,5.9253244876107,0
8.29688425069847,4.89927829150902,0
5.65228116110034,5.90343345276247,0
4.02959104681056,6.20134381686887,0
5.54726300555914,3.27889963108271,0
4.68163422046631,5.77012299637009,0
4.50197476554611,4.44850918853127,0
4.04900718113686,3.60975303982954,0
5.85306799813812,6.52112210268588,0
4.82821873309923,4.38196531238817,0
6.77946942116983,4.80489330808848,0
5.05005100928278,5.57964787536664,0
3.58384739128656,4.20371151302865,0
4.23842012694432,4.15764436226493,0
5.69222045464558,2.46430355512908,0
5.3130916192097,6.37655262834758,0
5.01775237826744,4.62591290731765,0
3.85256467027501,5.56809651024885,0
3.18336310438732,5.1971371972047,0
3.95496173772158,6.9119947931799,0
5.77591702735014,5.42884362221917,0
5.12287167583958,4.18967980976594,0
6.16650202848731,5.90704391509931,0
4.48605725231943,4.14329028354185,0
4.77153912131934,5.47983777405949,0
3.82658610259501,5.22048429145892,0
2.41962736430751,4.25244016910492,0
4.08147282107585,5.55717130254073,0
5.6267386022298,5.0117525119188,0
4.47136856455651,6.43938744140168,0
4.85903781282029,5.04585174485669,0
6.43376675884554,5.41275002252349,0
4.60511243064201,7.0050295002308,0
3.89833015661742,4.89463120563522,0
6.58435246380169,7.07694335659787,0
7.59511529345211,4.62112102480091,0
4.30988467491598,3.31237227728254,0
7.72143182427044,4.07497528523519,0
5.45637883639327,5.72616412730596,0
6.2236089641811,5.56993165297786,0
2.3768642718649,6.11983060037018,1
5.57052250547927,5.46833792003408,0
4.12720621898817,6.18386713769191,0
6.70878031840408,5.58167661344041,0
5.41908373512131,6.03214909953943,0
5.48553337352966,5.44045390567943,0
3.17696114059043,6.85976399837442,0
5.5998572788012,5.55304742183885,0
7.49205191993293,4.63081932130039,0
6.14284506221393,5.63934595167207,0
4.88534274994962,4.82952394588146,0
3.58036914682598,5.65438209144129,0
1.90177346890309,5.93468003664322,1
5.35152836324463,4.89595051358192,0
3.24036860544772,3.70018466151704,0
6.26928484055183,4.56761503933229,0
5.42071251801847,5.03390918743203,0
5.56765791322819,3.89701432679363,0
4.54901187639255,2.82459948282533,0
5.34632025332596,4.77245290246748,0
5.02143225585362,5.78051629091136,0
5.37230598250542,7.00202860270867,0
5.80713744033322,4.66697841436863,0
4.8247683296566,7.04171819801114,0
5.56562945668525,5.69804009428837,0
5.79922483521238,4.0653173298093,0
6.39598981739044,2.64254696575958,0
5.92300480191201,7.71172639209221,1
4.42727325034038,4.87690338944492,0
5.44243541138775,4.35748040722093,0
5.60792232957827,4.81933148289226,0
6.08509226744179,7.69044336496066,1
3.56585253125656,4.49777292069039,0
5.95790167363875,5.59780659607038,0
5.14347226804543,4.55935673690655,0
5.31479730177785,5.3152449497892,0
5.76888665359197,5.36850779692631,0
4.9602447190679,3.35029936780937,0
2,2,1
2.1,2.1,1
